YTM	VEGA	DELTA_EXCHANGE_NPV	POSITIONID	STRIKE_REF_SPOT	DELTA_FACTOR	GAMMA	RHO_FACTOR	DELTA	RHO	BPV	REF_DATE	PVBP	GAMMA_FACTOR	SSL_SNAPSHOT_DATE	ANALYTICDATE	THETA	SSL_FEID	VEGA_FACTOR	DELTA_EXCHANGE_LIAB	RISK_NATURE	DELTA_EXCHANGE_CASH	CURRENCY	STEP_LABEL	POSITIONID_FE	STRIKE_REF_VALUE	STRIKE_UNDERLYING	F_DELTA_EXCHANGE	STRIKE_INSTR_VALUE	VOLATILITY	THETA_FACTOR	SSL_COUNTER	RHO1
	-1.5725279476		EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06146 | SEDX | BIT SEDEX_d3dfac78-5211-11ea-8640-38c7f938b954_TBRX			-6.8651430204		-2.3164113787	-0.6083137027		20200831			30200831.0000000000	20200831	1.0662101847	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06146 | SEDX | BIT SEDEX							1.0000000000	0.0058957211
	-139.6845466542		EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06245 | SEDX | BIT SEDEX_d3e7c98a-5211-11ea-8640-38c7f938b954_TBRX			-73.3039924536		-363.0221137862	-158.4326980163		20200831			30200831.0000000000	20200831	55.1798939146	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06245 | SEDX | BIT SEDEX							1.0000000000	1.5649370528
	0.0000000000		EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06170 | SEDX | BIT SEDEX_d3ec5c7a-5211-11ea-8640-38c7f938b954_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06170 | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BOSS | XETR | Xetra T7_e33556a6-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BOSS | XETR | Xetra T7							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | UNIBAIL-RODAMCO Delisted | XPAR | Euronext Optiq_e6ace0aa-20c1-11e9-ae50-47deb3124dc8_TBRX			0.0000000000		-0.0005000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | UNIBAIL-RODAMCO Delisted | XPAR | Euronext Optiq							1.0000000000	0.0000000000
	-4.7114799609		EQ_SSVOL | EUR | Equities | Options | Call | UCG1C8.40 | 19 MAR 21 | C | A | 8.4000000000 | XDMI | Borsa Italiana IDEM_ef769802-6cd3-11ea-a480-53318575c5c6_TBRX			-6.9347915906		-22.3203008550	-9.6589638745		20200831			30200831.0000000000	20200831	1.6685359351	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Call | UCG1C8.40 | 19 MAR 21 | C | A | 8.4000000000 | XDMI | Borsa Italiana IDEM							1.0000000000	0.0899463674
	158.6272268675		EQ_SSVOL | EUR | Equities | Options | Put | G1O14 | 19 MAR 21 | P | A | 14.0000000000 | XDMI | Borsa Italiana IDEM_ef854ef6-6cd3-11ea-a480-53318575c5c6_TBRX			443.7789459638		-1721.8037391166	-978.9888281034		20200831			30200831.0000000000	20200831	-59.4059192560	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Put | G1O14 | 19 MAR 21 | P | A | 14.0000000000 | XDMI | Borsa Italiana IDEM							1.0000000000	11.1936968433
			EQ_SSVOL | EUR | Equities | Miscellaneous | Combined Instruments | EPC ENEL JULY22 IPB | SEDX | BIT SEDEX_ef99b33a-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Miscellaneous | Combined Instruments | EPC ENEL JULY22 IPB | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | TOTAL | XPAR | Euronext Optiq_ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		102418.9800000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | TOTAL | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | MB | MTAA | BIT MTA_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-575039.5591200000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | MB | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BAMI | MTAA | BIT MTA_ef9d1268-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-163.4714950000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BAMI | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | PHILIPS | XAMS | Euronext Optiq_ef9de670-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-100106.2500000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | PHILIPS | XAMS | Euronext Optiq							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | MS | MTAA | BIT MTA_ef9e6f96-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		1682.5877700000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | MS | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | TITR | MTAA | BIT MTA_ef9e90de-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		199.6167195000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | TITR | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | NOKIA | XETR | Xetra T7_ef9f98c6-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		4968.7364700000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | NOKIA | XETR | Xetra T7							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | STM | MTAA | BIT MTA_ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		156855.5218500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | STM | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | PEUGEOT | XPAR | Euronext Optiq_ef9fbbe4-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | PEUGEOT | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BMED | MTAA | BIT MTA_ef9fe1dc-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		14284.6671750000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BMED | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | FBK | MTAA | BIT MTA_efa0923a-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | FBK | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | ATL | MTAA | BIT MTA_efa0e424-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-76691.4135500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | ATL | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | PST | MTAA | BIT MTA_efa10eea-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-11954.5909600000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | PST | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | VOLKSWAGEN PREF | XETR | Xetra T7_efa15aa8-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-94555.1502000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | VOLKSWAGEN PREF | XETR | Xetra T7							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | SPM | MTAA | BIT MTA_efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		2231.7493750000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | SPM | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | VINCI | XPAR | Euronext Optiq_efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.7929000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | VINCI | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | AGL | MTAA | BIT MTA_efa2462a-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		166.6378300000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | AGL | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | REC | MTAA | BIT MTA_efa24d8c-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-2382.5781000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | REC | MTAA | BIT MTA							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq_efa29a76-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-133410.4060400000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | XETR | Xetra T7_efa3973c-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-10998.6478385448	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | XETR | Xetra T7							1.0000000000	0.0000000000
			EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BPE | MTAA | BIT MTA_efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		27824.4604550000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Equities | Common/Ordinary shares | BPE | MTAA | BIT MTA							1.0000000000	0.0000000000
	1.3382675973		EQ_SSVOL | EUR | Equities | Options | Put | ENEL1O4.80 | 19 MAR 21 | P | A | 4.8000000000 | XDMI | Borsa Italiana IDEM_efa9c0a6-6cd3-11ea-a480-53318575c5c6_TBRX			1.8828477080		-2.2098527882	-1.3193230426		20200831			30200831.0000000000	20200831	-0.4798850590	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Put | ENEL1O4.80 | 19 MAR 21 | P | A | 4.8000000000 | XDMI | Borsa Italiana IDEM							1.0000000000	0.0137391326
	-67.0907711431		EQ_SSVOL | EUR | Equities | Options | Put | G0X9 | 18 DEC 20 | P | A | 9.0000000000 | XDMI | Borsa Italiana IDEM_f0ecf252-6365-11ea-98f0-5618f0b34efc_TBRX			-92.4616210971		140.6275808551	44.9201707503		20200831			30200831.0000000000	20200831	42.3833382797	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Put | G0X9 | 18 DEC 20 | P | A | 9.0000000000 | XDMI | Borsa Italiana IDEM							1.0000000000	-0.4647591127
	-1760.4020786379		EQ_SSVOL | EUR | Equities | Options | Put | ROY 202012 P 15 | 18 DEC 20 | P | A | 15.0000000000 | XEUR | Eurex NTA_f216a26e-5c4d-11ea-a7c0-339eae0b4931_TBRX			-4235.4001226659		31099.4018122206	10476.5115407987		20200831			30200831.0000000000	20200831	1151.1039208334	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Put | ROY 202012 P 15 | 18 DEC 20 | P | A | 15.0000000000 | XEUR | Eurex NTA							1.0000000000	-119.8274602634
	-0.6912352852		EQ_SSVOL | EUR | Equities | Options | Put | ATL0U10 | 18 SEP 20 | P | A | 10.0000000000 | XDMI | Borsa Italiana IDEM_f3faf9a8-6365-11ea-98f0-5618f0b34efc_TBRX			-1.9986569206		1.8989899570	0.1065160183		20200831			30200831.0000000000	20200831	2.3606974955	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Put | ATL0U10 | 18 SEP 20 | P | A | 10.0000000000 | XDMI | Borsa Italiana IDEM							1.0000000000	-0.0010836401
	-448.3629203062		EQ_SSVOL | EUR | Equities | Options | Call | AXA 202012 C 20 | 18 DEC 20 | C | A | 20.0000000000 | XEUR | Eurex NTA_f4644b6c-1f30-11e9-a2d0-b3645e528b7a_TBRX			-1588.8818939133		-2120.5009079385	-614.5267105176		20200831			30200831.0000000000	20200831	281.3019835289	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Call | AXA 202012 C 20 | 18 DEC 20 | C | A | 20.0000000000 | XEUR | Eurex NTA							1.0000000000	5.7563247622
	0.0000000000		EQ_SSVOL | EUR | Equities | Options | Call | BAY 202012 C 90.54 | 18 DEC 20 | C | A | 90.5400000000 | XEUR | Eurex NTA_f4659d28-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Call | BAY 202012 C 90.54 | 18 DEC 20 | C | A | 90.5400000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
	4508.4520969798		EQ_SSVOL | EUR | Equities | Options | Put | DAI 202012 P 52 | 18 DEC 20 | P | A | 52.0000000000 | XEUR | Eurex NTA_f46a00d4-1f30-11e9-a2d0-b3645e528b7a_TBRX			3040.9144461610		-79994.5396435252	-25947.8925996927		20200831			30200831.0000000000	20200831	-2948.4605333516	TBRX					EUR	 	EQ_SSVOL | EUR | Equities | Options | Put | DAI 202012 P 52 | 18 DEC 20 | P | A | 52.0000000000 | XEUR | Eurex NTA							1.0000000000	311.5729498452
			DIRGENERALE | EUR | Equities | Equities | Common/Ordinary shares | SICIT GROUP | MTAA | BIT MTA_ef9f6702-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DIRGENERALE | EUR | Equities | Equities | Common/Ordinary shares | SICIT GROUP | MTAA | BIT MTA							1.0000000000	0.0000000000
			DIRGENERALE | EUR | Equities | Equities | Common/Ordinary shares | GHC | MTAA | BIT MTA_ef9fa83e-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DIRGENERALE | EUR | Equities | Equities | Common/Ordinary shares | GHC | MTAA | BIT MTA							1.0000000000	0.0000000000
			DIRGENERALE | EUR | Equities | Equities | Common/Ordinary shares | CNHI | MTAA | BIT MTA_efa48962-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DIRGENERALE | EUR | Equities | Equities | Common/Ordinary shares | CNHI | MTAA | BIT MTA							1.0000000000	0.0000000000
			TEAM_STRAT | HKD | Equities | Equities | Common/Ordinary shares | Sinopharm/d | XHKG | Reuters Elektron_0d8f99c4-cb48-11ea-a1e7-4fe2d8c11db7_TBRX			0.0000000000		9535.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					HKD	 	TEAM_STRAT | HKD | Equities | Equities | Common/Ordinary shares | Sinopharm/d | XHKG | Reuters Elektron							1.0000000000	0.0000000000
			TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Reuters Elektron_25059a80-514c-11e9-b8d0-ec23cf8de3db_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Reuters Elektron							1.0000000000	0.0000000000
	-229.2371234187		TEAM_STRAT | USD | Equities | Options | Put | MRNA Sep0 50.0 P | 18 SEP 20 | P | A | 50.0000000000 | OPRA | Reuters Elektron_33c4e886-c834-11ea-92f0-ac69e18de7f7_TBRX			-64.8979057970		609.3944266181	35.8602937111		20200831			30200831.0000000000	20200831	881.8544761597	TBRX					USD	 	TEAM_STRAT | USD | Equities | Options | Put | MRNA Sep0 50.0 P | 18 SEP 20 | P | A | 50.0000000000 | OPRA | Reuters Elektron							1.0000000000	-0.3612926890
			TEAM_STRAT | EUR | Equities | Futures | Financial Futures | FSTE 202009 | SEP 20 | XEUR | Eurex NTA_499a038e-254c-11ea-af50-2dba816f6810_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	TEAM_STRAT | EUR | Equities | Futures | Financial Futures | FSTE 202009 | SEP 20 | XEUR | Eurex NTA							1.0000000000	0.0000000000
			TEAM_STRAT | GBP | Equities | Equities | Common/Ordinary shares | BURBERRY GRP | XLON | LSE Millennium_5a5b248e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-832.7437500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					GBP	 	TEAM_STRAT | GBP | Equities | Equities | Common/Ordinary shares | BURBERRY GRP | XLON | LSE Millennium							1.0000000000	0.0000000000
			TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | CITRIX SYSTEMS | XNAS | Virtu_5a79c9de-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | CITRIX SYSTEMS | XNAS | Virtu							1.0000000000	0.0000000000
			TEAM_STRAT | GBP | Equities | Equities | Common/Ordinary shares | ASOS | XLON | LSE Millennium_5a7d3358-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		2459.2500000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					GBP	 	TEAM_STRAT | GBP | Equities | Equities | Common/Ordinary shares | ASOS | XLON | LSE Millennium							1.0000000000	0.0000000000
			TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | OCCIDENTAL PETE | XNYS | Virtu_5a8332c6-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | OCCIDENTAL PETE | XNYS | Virtu							1.0000000000	0.0000000000
			TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | STARBUCKS USD | XNAS | Virtu_5a86ce0e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | STARBUCKS USD | XNAS | Virtu							1.0000000000	0.0000000000
	-4740.6907973662		AA | EUR | Equities | Options | Put | OPT_SD3E NOV21 P80 - 4761 | 09 NOV 21 | P | E | 1536.9120000000 | XXXX | Internal_bc20cbac-9e9d-11ea-a0a0-6b77645bee53_TBRX			-9.3918593551		48587.0513329784	67918.9698001151		20200831			30200831.0000000000	20200831	4496.3662218393	TBRX					EUR	 	AA | EUR | Equities | Options | Put | OPT_SD3E NOV21 P80 - 4761 | 09 NOV 21 | P | E | 1536.9120000000 | XXXX | Internal							1.0000000000	-692.6509788786
	-5949.8310713335		AA | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 2Y - 4954 | 26 APR 21 | C | E | 1363.5535000000 | XXXX | Internal_bc604dcc-9e9d-11ea-a0a0-6b77645bee53_TBRX			-12.4386429552		-49628.4292091313	-27755.3769294818		20200831			30200831.0000000000	20200831	-1963.8928877434	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 2Y - 4954 | 26 APR 21 | C | E | 1363.5535000000 | XXXX | Internal							1.0000000000	274.6854436619
	-9244.3465971837		AA | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 4Y - 4954 | 25 APR 23 | C | E | 1363.5535000000 | XXXX | Internal_bc619646-9e9d-11ea-a0a0-6b77645bee53_TBRX			-8.4039068097		-40542.1678815882	-85681.8888415765		20200831			30200831.0000000000	20200831	-2421.8615072783	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 4Y - 4954 | 25 APR 23 | C | E | 1363.5535000000 | XXXX | Internal							1.0000000000	828.9341735426
	-10551.9804715719		AA | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 6Y - 4954 | 24 APR 25 | C | E | 1363.5535000000 | XXXX | Internal_bc6377f4-9e9d-11ea-a0a0-6b77645bee53_TBRX			-7.0570551090		-35415.4418651057	-126025.4576533486		20200831			30200831.0000000000	20200831	-2242.0353205963	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 6Y - 4954 | 24 APR 25 | C | E | 1363.5535000000 | XXXX | Internal							1.0000000000	1194.3347476420
	-10128.8126639026		AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 5Y - 5060 | 24 JUN 24 | C | E | 1277.9600000000 | XXXX | Internal_bc785f52-9e9d-11ea-a0a0-6b77645bee53_TBRX			-7.1161128037		-41251.7407344834	-118631.1645768719		20200831			30200831.0000000000	20200831	-2616.0252106955	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 5Y - 5060 | 24 JUN 24 | C | E | 1277.9600000000 | XXXX | Internal							1.0000000000	1143.0205213809
	-11214.6370870114		AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 7Y - 5060 | 24 JUN 26 | C | E | 1277.9600000000 | XXXX | Internal_bc79a7ae-9e9d-11ea-a0a0-6b77645bee53_TBRX			-6.3434080186		-37126.1558458820	-156317.2867841277		20200831			30200831.0000000000	20200831	-2431.2231882175	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 7Y - 5060 | 24 JUN 26 | C | E | 1277.9600000000 | XXXX | Internal							1.0000000000	1480.6968491087
	22208.9371985259		AA | EUR | Equities | Options | Put | OPT_SD3E NOV26 PATM - 5332 | 18 NOV 26 | P | E | 2072.2600000000 | XXXX | Internal_bc8a39de-9e9d-11ea-a0a0-6b77645bee53_TBRX			15.2105391322		-399206.9948476487	-3959997.9303569030		20200831			30200831.0000000000	20200831	-30857.9970215810	TBRX					EUR	 	AA | EUR | Equities | Options | Put | OPT_SD3E NOV26 PATM - 5332 | 18 NOV 26 | P | E | 2072.2600000000 | XXXX | Internal							1.0000000000	41195.9795583998
	6947.3919271978		AA | EUR | Equities | Options | Call | OPT_SD3E NOV26 CCAP - 5332 | 18 NOV 26 | C | E | 2735.3832000000 | XXXX | Internal_bc8c2672-9e9d-11ea-a0a0-6b77645bee53_TBRX			4.7609202116		9062.2273527281	54493.3899445335		20200831			30200831.0000000000	20200831	465.7766091532	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_SD3E NOV26 CCAP - 5332 | 18 NOV 26 | C | E | 2735.3832000000 | XXXX | Internal							1.0000000000	-441.4978662624
	0.0000000000		AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 1Y CAP - 5332 | 20 NOV 20 | C | E | 41.4452900000 | XXXX | Internal_bc8d85c6-9e9d-11ea-a0a0-6b77645bee53_TBRX			0.0000000000		440340.7184650081	3082.0312915497		20200831			30200831.0000000000	20200831	33014.9545808480	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 1Y CAP - 5332 | 20 NOV 20 | C | E | 41.4452900000 | XXXX | Internal							1.0000000000	-30.8547728235
	0.0000000000		AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 2Y CAP - 5332 | 22 NOV 21 | C | E | 41.4452900000 | XXXX | Internal_bc8fcbf6-9e9d-11ea-a0a0-6b77645bee53_TBRX			0.0000000000		440340.7184650081	25962.1787959663		20200831			30200831.0000000000	20200831	33038.5484484814	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 2Y CAP - 5332 | 22 NOV 21 | C | E | 41.4452900000 | XXXX | Internal							1.0000000000	-260.9464764156
	0.3534111825		AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 3Y CAP - 5332 | 22 NOV 22 | C | E | 41.4452900000 | XXXX | Internal_bc911f6a-9e9d-11ea-a0a0-6b77645bee53_TBRX			0.0000527614		440340.6192585096	64570.3802253349		20200831			30200831.0000000000	20200831	33052.6612958447	TBRX					EUR	 	AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 3Y CAP - 5332 | 22 NOV 22 | C | E | 41.4452900000 | XXXX | Internal							1.0000000000	-651.4392817862
