YTM	VEGA	DELTA_EXCHANGE_NPV	POSITIONID	STRIKE_REF_SPOT	DELTA_FACTOR	GAMMA	RHO_FACTOR	DELTA	RHO	BPV	REF_DATE	PVBP	GAMMA_FACTOR	SSL_SNAPSHOT_DATE	ANALYTICDATE	THETA	SSL_FEID	VEGA_FACTOR	DELTA_EXCHANGE_LIAB	RISK_NATURE	DELTA_EXCHANGE_CASH	CURRENCY	STEP_LABEL	POSITIONID_FE	STRIKE_REF_VALUE	STRIKE_UNDERLYING	F_DELTA_EXCHANGE	STRIKE_INSTR_VALUE	VOLATILITY	THETA_FACTOR	SSL_COUNTER	RHO1
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HERSHEY CO | XNYS | Reuters Elektron_5a747a88-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HERSHEY CO | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SCOTTS MIRACLE | XNYS | Virtu_5a780400-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		739.5765000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SCOTTS MIRACLE | XNYS | Virtu							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | LAZARD LTD | XNYS | Reuters Elektron_5a7a3036-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | LAZARD LTD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | THE TRAVELERS CO | XNYS | Reuters Elektron_5a7b973c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | THE TRAVELERS CO | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CBS CL B | XNYS | Virtu_5a7c1e14-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CBS CL B | XNYS | Virtu							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | REGENERON PHAR | XNAS | Reuters Elektron_5a7d1954-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		307.1325000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | REGENERON PHAR | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | JANUS HNDRSN GRP | XNYS | Reuters Elektron_5a80ad26-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | JANUS HNDRSN GRP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | JD.COM INC ADR | XNAS | Reuters Elektron_5a8158f2-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | JD.COM INC ADR | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | OCCIDENTAL PETE | XNYS | Reuters Elektron_5a8332c6-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | OCCIDENTAL PETE | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ELECTRONIC ART | XNAS | Reuters Elektron_5a850d3a-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ELECTRONIC ART | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | KIMBERLY-CLARK | XNYS | Reuters Elektron_5a874cee-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | KIMBERLY-CLARK | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | FASTENAL CO | XNAS | Reuters Elektron_5a88e82e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | FASTENAL CO | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron_5a8a775c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NIKE INC CL USD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PERSPECTA ORD | XNYS | Reuters Elektron_5a8c2656-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PERSPECTA ORD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CARDINAL HLTH | XNYS | Reuters Elektron_5a8c3c18-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CARDINAL HLTH | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VALE SA ADR | XNYS | Reuters Elektron_5a8ce8e8-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VALE SA ADR | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SHERWIN-WILLIAMS | XNYS | Reuters Elektron_5a8f3274-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SHERWIN-WILLIAMS | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CH ROBINSON WW | XNAS | Reuters Elektron_5a90e542-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CH ROBINSON WW | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ATARA BIOTHERAP | XNAS | Reuters Elektron_5a91bbd4-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ATARA BIOTHERAP | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | WASTE MANAGEMENT INC | XNYS | Reuters Elektron_5ade1e34-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | WASTE MANAGEMENT INC | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | DAVITA INC | XNYS | Reuters Elektron_5ae4b4b0-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | DAVITA INC | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | APPLE USD | XNAS | Reuters Elektron_5ae55a96-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | APPLE USD | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NETAPP INC | XNAS | Reuters Elektron_5ae6d416-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NETAPP INC | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | METTLER-TOLEDO | XNYS | Reuters Elektron_5ae89efe-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | METTLER-TOLEDO | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SYSCO CORP | XNYS | Reuters Elektron_5aea373c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SYSCO CORP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NOVANTA ORD | XNAS | Reuters Elektron_5aebd2c2-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NOVANTA ORD | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | MARATHON PETROLEUM CORP | XNYS | Reuters Elektron_5aee4a3e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | MARATHON PETROLEUM CORP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | EVERSOURCE ENRGY | XNYS | Reuters Elektron_5af0138c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | EVERSOURCE ENRGY | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | PERNOD | XPAR | Euronext Optiq_6e45b14c-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | PERNOD | XPAR | Euronext Optiq							1.0000000000	0.0000000000
	0.0000000000		DISPERSION | EUR | Equities | Options | Put | OESX 202009 P 3050 | 18 SEP 20 | P | E | 3050.0000000000 | XEUR | Eurex NTA_b87b1ca2-ddc1-11e9-9eb0-e7766f5ef7bc_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DISPERSION | EUR | Equities | Options | Put | OESX 202009 P 3050 | 18 SEP 20 | P | E | 3050.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
			DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | HNR1 | XETR | Xetra T7_e33fe062-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		4.3005000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | HNR1 | XETR | Xetra T7							1.0000000000	0.0000000000
			DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | ASML | XAMS | Euronext Optiq_efa37c20-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	DISPERSION | EUR | Equities | Equities | Common/Ordinary shares | ASML | XAMS | Euronext Optiq							1.0000000000	0.0000000000
	320.7232266075		DISPERSION | EUR | Equities | Options | Put | OESX 202012 P 1500 | 18 DEC 20 | P | E | 1500.0000000000 | XEUR | Eurex NTA_f3821530-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0922867992		-342.6981462584	-114.4779167544		20200831			30200831.0000000000	20200831	-200.3115377047	TBRX					EUR	 	DISPERSION | EUR | Equities | Options | Put | OESX 202012 P 1500 | 18 DEC 20 | P | E | 1500.0000000000 | XEUR | Eurex NTA							1.0000000000	1.1605905899
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | DOYU | XNAS | Reuters Elektron_08739041-9f76-11ea-c856-43418abbdc97_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | DOYU | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Options | Call | SPY Nov0 355.0 C | 20 NOV 20 | C | A | 355.0000000000 | OPRA | Reuters Elektron_0d2aa570-e348-11e9-8960-82c5fd908c3a_TBRX								20200831			30200831.0000000000	20200831		TBRX					USD	 	SYST_VOL | USD | Equities | Options | Call | SPY Nov0 355.0 C | 20 NOV 20 | C | A | 355.0000000000 | OPRA | Reuters Elektron							1.0000000000	
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | ZOOM VIDEO COMM | XNAS | Reuters Elektron_14577a8e-6bd0-11e9-bc20-3be1f50484af_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | ZOOM VIDEO COMM | XNAS | Reuters Elektron							1.0000000000	0.0000000000
	0.0000000000		SYST_VOL | EUR | Equities | Options | Call | OESB 202012 C 75 | 18 DEC 20 | C | E | 75.0000000000 | XEUR | Eurex NTA_18efbd52-5507-11e9-8e20-7066b412cd9c_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	SYST_VOL | EUR | Equities | Options | Call | OESB 202012 C 75 | 18 DEC 20 | C | E | 75.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | Silvergate | XNYS | Virtu_1ca0b066-11e4-11ea-f0ea-58d1a9e917b3_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | Silvergate | XNYS | Virtu							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | PFIZER INC USD | XNYS | Reuters Elektron_250ed6f4-514c-11e9-b8d0-ec23cf8de3db_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | PFIZER INC USD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | Eventbrite | XNYS | Reuters Elektron_2e621be6-5c72-11ea-5895-a4c5179d30b5_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | Eventbrite | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			SYST_VOL | HKD | Equities | Equities | Common/Ordinary shares | Razer | XHKG | Reuters Elektron_317c75ac-8876-11ea-992d-f9ba5e152c87_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					HKD	 	SYST_VOL | HKD | Equities | Equities | Common/Ordinary shares | Razer | XHKG | Reuters Elektron							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | Youdao | XNYS | Virtu_38ebac82-856d-11ea-b7e8-9b0947f592a0_TBRX			0.0000000000		591.9000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | Youdao | XNYS | Virtu							1.0000000000	0.0000000000
			SYST_VOL | EUR | Equities | Futures | Financial Futures | FSTA 202009 | SEP 20 | XEUR | Eurex NTA_4999d45e-254c-11ea-af50-2dba816f6810_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	SYST_VOL | EUR | Equities | Futures | Financial Futures | FSTA 202009 | SEP 20 | XEUR | Eurex NTA							1.0000000000	0.0000000000
	0.0000000000		SYST_VOL | EUR | Equities | Options | Call | OESB 202012 C 65 | 18 DEC 20 | C | E | 65.0000000000 | XEUR | Eurex NTA_4dd149d0-254c-11ea-af50-2dba816f6810_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	SYST_VOL | EUR | Equities | Options | Call | OESB 202012 C 65 | 18 DEC 20 | C | E | 65.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | FACEBOOK USD | XNAS | Virtu_5a34e7f6-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | FACEBOOK USD | XNAS | Virtu							1.0000000000	0.0000000000
			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | EDP RENOVAVEIS | XLIS | Reuters Elektron_5a38bd4a-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | EDP RENOVAVEIS | XLIS | Reuters Elektron							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Collective investment vehicles | ETF | VNCK VCTR GLD MN | ARCX | Virtu_5a46d010-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Collective investment vehicles | ETF | VNCK VCTR GLD MN | ARCX | Virtu							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | IBM USD | XNYS | Reuters Elektron_5a489350-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | IBM USD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			SYST_VOL | USD | Equities | Collective investment vehicles | ETF | SIL | ARCX | Virtu_5a4e12da-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	SYST_VOL | USD | Equities | Collective investment vehicles | ETF | SIL | ARCX | Virtu							1.0000000000	0.0000000000
			SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | REN | XLIS | Reuters Elektron_5a4ed9d6-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | REN | XLIS | Reuters Elektron							1.0000000000	0.0000000000
