BARRIER_SPREAD_DOWN	EXPIRY	MARKET_COUNTRY	SECURITY_DEATH	COMMENT_VALUE	QUOTATION	F_BARRIER_STYLE	DIGITAL_DES	SSL_SNAPSHOT_DATE	FIXING_TYPE	SSL_FEID	STARTDATE	F_QUANTO	STRIKE_MODE	EXPIRY_MATERIAL_ID	F_CASH_DELIVERY	UNDERLYINGID_FE	CLASSID	F_QPERCENTAGE	F_ADDFLOWS	BARRIER_REBATE	F_STARTMODE	LOTSIZE	FORWARD_START_DATE	PAYOUT	MARKET	DIGITAL_PAYOUT_CUR	UNDERLYINGID	BARRIER_WINDOW_START_DATE	TRADE_DATE	REF_DATE	F_DIGITAL_STANDARD	LAST_TRADING_DATE	CAP_VALUE	DISC_FACTOR	CURRENCY	QUANTITY	UNIT	MARGIN	QUANTO_FACTOR_TYPE	DELIVERY_DATE	MKT_TRDCLAUSE	F_MARGIN_CALL	F_CALL_PUT	BARRIER_REBATE_QUOTATION	QUANTITY_DIVISOR	EXPIRY_SHIFT	EXERCISE_STYLE	MULTIPLE	FLEX_FORMULA	AUTO_ROLL	QUANTO_CONVERSION_RATE	DESCRIPTION	FOREX_FACTOR	EXPIRY_LABEL	CONVERSION_TYPE_MULTICURRENCY	OTYPE	FLOOR_VALUE	PREMIUM_MODE	PAYOFF_RULE_DES	EXPIRY_ID	FLEX_TYPE	BARRIER_REBATE_TYPE	F_FLEX	CONTRACT	STRIKE	F_AMORTIZED	FIID	DIGITAL_PAYOUT	BARRIER_PERIOD	FLEX_BLOCK	AMERICAN_EUROPEAN	QUANTITY_CURRENCY	EXPIRY_STRUCT_WRNT	BARRIER_EXERCISE_STYLE	BARRIER	RIC0	RIC2	RIC1	RIC3	F_ISEXOTIC	PARITY	PAYOFF_RULE	SHIFTER	F_COMPO	EXPIRY_SET_ID	MKT_SETTLRULE	EXPIRY_SET_DESCRIPTION	BARRIER_NATURE	BARRIER_SPREAD_UP	INSTRUMENTID_FE	BARRIER_VALUE2	CAP	F_REBATE_PAYMENT	COMMENT1	COMMENT0	BARRIER_VALUE	BARRIER_WINDOW_END_DATE	EXPIRY_SET	F_CUTOFF	F_COMMODITY_WARRANT	STRIKE_KIND	FORWARD_START_STYLE	QUOTATION_ENDDATE	QUOTATION_STARTDATE	TRADING_SYMBOL	EXPIRY_RULE	MATURITY_COUNT	STARDATE_RULE	MATURITY	CLEARING_CENTER_NAME	FLEX_TYPE_DES	EXPIRY_DYN	FORM_FACTOR	UNDERLYING_EXPIRYLABEL	QUANTO_CURR	FORWARD_START_END_DATE	IS_FORWARD_START	F_CASH_DELIVERY_DETT	KNOCKSTATUS	CALL_DATE	DAYSTD	DAYSTM	F_CAPGAR	F_CERTIFICATE	F_CPPI	F_MULTIPAYMENT	F_NOMINALMODE	PERC_CAPGAR	PREMIUM_DATE	F_AUTOCALL	COMPLIANCE	FV_LEVEL
	20210813							30200831		TBRX					C	ENI						1.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				E							AUG 21											0.1000000000		O_734a98de-62b4-11e9-b160-4ad6f9df0bf5_EPC ENI AUG22 CNP 3Y FLOOR | 13 AUG 21 | C | E | .1000000000_TBRX				E																			EPC ENI AUG22 CNP 3Y FLOOR | 13 AUG 21 | C | E | .1000000000												0															N															
	20201207							30200831		TBRX					C	SPM						0.1000000000					L_S_efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a_SPM_TBRX			20200831					EUR								C				E					BI CW CALL SAIPEM 3,1 E 071220		DEC 20											3.1000000000		L_S_b3bb079e-90e6-11ea-b430-b3e2b66d25c3_I06493_TBRX				E																			I06493												0															N															
	20210618							30200831		TBRX					P	TIT						1000.0000000000					L_S_ef9e0240-1f2a-11e9-a2d0-b3645e528b7a_TIT_TBRX			20200831					EUR								P				A					TIT1R0.48		JUN 21											0.4800000000		O_4da23712-1f30-11e9-a2d0-b3645e528b7a_TIT1R0.48 | 18 JUN 21 | P | A | .4800000000_TBRX				A																			TIT1R0.48 | 18 JUN 21 | P | A | .4800000000												0															N															
	20220103							30200831		TBRX					C	EMINI S&P SEP0 | SEP 20						1.0000000000					L_S_93b981ba-9645-11e9-a180-91725b79faed_EMINI S&P SEP0 | SEP 20_TBRX			20200831					USD								P				E							JAN 22											2606.9140000000		O_7e90bb24-62b4-11e9-b160-4ad6f9df0bf5_SPX JAN22 PUT 97 | 03 JAN 22 | P | E | 2606.9140000000_TBRX				E																			SPX JAN22 PUT 97 | 03 JAN 22 | P | E | 2606.9140000000												0															N															
	20221216							30200831		TBRX					P	TOTAL						1.0000000000					L_S_ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a_TOTAL_TBRX			20200831					EUR								P				A							DEC 22											40.0000000000		O_c2ff1146-7710-11e9-9400-98972329be46_1_TOT X40 Dec22 - OTC - STRUTT | 16 DEC 22 | P | A | 40.0000000000_TBRX				A																			1_TOT X40 Dec22 - OTC - STRUTT | 16 DEC 22 | P | A | 40.0000000000												0															N															
	20221216							30200831		TBRX					P	ENI						500.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				A					ENI2L14		DEC 22											14.0000000000		O_98be18dc-494d-11e9-9970-3027219c6795_ENI2L14 | 16 DEC 22 | C | A | 14.0000000000_TBRX				A																			ENI2L14 | 16 DEC 22 | C | A | 14.0000000000												0															N															
	20210319							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								C				E					MIBO1C19500		MAR 21											19500.0000000000		O_3e674e14-6e66-11ea-9690-7ace7c43a1ba_MIBO1C19500 | 19 MAR 21 | C | E | 19500.0000000000_TBRX				E																			MIBO1C19500 | 19 MAR 21 | C | E | 19500.0000000000												0															N															
	20201218							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								C				E					MIBO0L17500		DEC 20											17500.0000000000		O_97cd4994-61d3-11ea-bc20-eddd0e07b602_MIBO0L17500 | 18 DEC 20 | C | E | 17500.0000000000_TBRX				E																			MIBO0L17500 | 18 DEC 20 | C | E | 17500.0000000000												0															N															
	20221216							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								P				E					OESX 202212 P 4000		DEC 22											4000.0000000000		O_f44b8fb4-1f30-11e9-a2d0-b3645e528b7a_OESX 202212 P 4000 | 16 DEC 22 | P | E | 4000.0000000000_TBRX				E																			OESX 202212 P 4000 | 16 DEC 22 | P | E | 4000.0000000000												0															N															
	20250513							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							MAY 25											0.0001000000		O_bf05f79e-7710-11e9-9400-98972329be46_SX5E MAY25 C0 BOND | 13 MAY 25 | C | E | .0001000000_TBRX				E																			SX5E MAY25 C0 BOND | 13 MAY 25 | C | E | .0001000000												0															N															
	20240124							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							JAN 24											3159.4300000000		O_7e8bc3d0-62b4-11e9-b160-4ad6f9df0bf5_SX5E JAN24 CATM | 24 JAN 24 | C | E | 3159.4300000000_TBRX				E																			SX5E JAN24 CATM | 24 JAN 24 | C | E | 3159.4300000000												0															N															
	20220707							30200831		TBRX					C	ENEL						1.0000000000					L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX			20200831					EUR								P				E							JUL 22											4.8613000000		O_76f3da68-62b4-11e9-b160-4ad6f9df0bf5_EPC ENEL JULY22 PUT100 BOND | 07 JUL 22 | P | E | 4.8613000000_TBRX				E																			EPC ENEL JULY22 PUT100 BOND | 07 JUL 22 | P | E | 4.8613000000												0															N															
	20211217							30200831		TBRX					P	TIT						1000.0000000000					L_S_ef9e0240-1f2a-11e9-a2d0-b3645e528b7a_TIT_TBRX			20200831					EUR								C				A					TIT1L0.38		DEC 21											0.3800000000		O_4c04befc-1f30-11e9-a2d0-b3645e528b7a_TIT1L0.38 | 17 DEC 21 | C | A | .3800000000_TBRX				A																			TIT1L0.38 | 17 DEC 21 | C | A | .3800000000												0															N															
	20240313							30200831		TBRX					C	DAIMLER						1.0000000000					L_S_efa14748-1f2a-11e9-a2d0-b3645e528b7a_DAIMLER_TBRX			20200831					EUR								C				E							MAR 24											27.5700000000		O_bc5e0fc2-7710-11e9-9400-98972329be46_DCX MAR24 CALL 27.57 OTC - EPSILON | 13 MAR 24 | C | E | 27.5700000000_TBRX				E																			DCX MAR24 CALL 27.57 OTC - EPSILON | 13 MAR 24 | C | E | 27.5700000000												0															N															
	20200918							30200831		TBRX					P	AXA						100.0000000000					L_S_efa1213c-1f2a-11e9-a2d0-b3645e528b7a_AXA_TBRX			20200831					EUR								C				A					AXA 202009 C 28		SEP 20											28.0000000000		O_b487d216-ddc1-11e9-9eb0-e7766f5ef7bc_AXA 202009 C 28 | 18 SEP 20 | C | A | 28.0000000000_TBRX				A																			AXA 202009 C 28 | 18 SEP 20 | C | A | 28.0000000000												0															N															
	20210618							30200831		TBRX					P	LUFTHANSA						100.0000000000					L_S_ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a_LUFTHANSA_TBRX			20200831					EUR								C				A					LHA 202106 C 24		JUN 21											24.0000000000		O_fc2a65f2-1f30-11e9-a2d0-b3645e528b7a_LHA 202106 C 24 | 18 JUN 21 | C | A | 24.0000000000_TBRX				A																			LHA 202106 C 24 | 18 JUN 21 | C | A | 24.0000000000												0															N															
	20200925							30200831		TBRX					C	G						1.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								C				E							SEP 20											16.1616000000		O_851bc51a-62b4-11e9-b160-4ad6f9df0bf5_EP3 G SEPT20 CALL148 | 25 SEP 20 | C | E | 16.1616000000_TBRX				E																			EP3 G SEPT20 CALL148 | 25 SEP 20 | C | E | 16.1616000000												0															N															
	20241220							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202412 C 3200		DEC 24											3200.0000000000		O_f92d74e8-1f30-11e9-a2d0-b3645e528b7a_OESX 202412 C 3200 | 20 DEC 24 | C | E | 3200.0000000000_TBRX				E																			OESX 202412 C 3200 | 20 DEC 24 | C | E | 3200.0000000000												0															N															
	20260211							30200831		TBRX					C	G						1.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								C				E							FEB 26											7.7750000000		O_c10365c2-7710-11e9-9400-98972329be46_G FEB26 CALL 7.775 OTC - EPSILON | 11 FEB 26 | C | E | 7.7750000000_TBRX				E																			G FEB26 CALL 7.775 OTC - EPSILON | 11 FEB 26 | C | E | 7.7750000000												0															N															
	20270714							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							JUL 27											4303.0000000000		O_257d6cb4-d17e-11ea-8a90-c9f38113e6cf_SX5E JUL27 C130 OTC - EPSILON | 14 JUL 27 | C | E | 4303.0000000000_TBRX				E																			SX5E JUL27 C130 OTC - EPSILON | 14 JUL 27 | C | E | 4303.0000000000												0															N															
	20250522							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							MAY 25											932.1666060000		O_33b8a9e8-a10d-11ea-bed0-4cac5a82408b_0_EUR_SELDIV C 932.167 25 - 5680 | 22 MAY 25 | C | E | 932.1666060000_TBRX				E																			0_EUR_SELDIV C 932.167 25 - 5680 | 22 MAY 25 | C | E | 932.1666060000												0															N															
	20220329							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							MAR 22											1825.7100000000		O_87532b70-62b4-11e9-b160-4ad6f9df0bf5_SD3E MAR22 CATM | 29 MAR 22 | C | E | 1825.7100000000_TBRX				E																			SD3E MAR22 CATM | 29 MAR 22 | C | E | 1825.7100000000												0															N															
	20210319							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								C				E					MIBO1C19000		MAR 21											19000.0000000000		O_e99b1f66-6cd3-11ea-a480-53318575c5c6_MIBO1C19000 | 19 MAR 21 | C | E | 19000.0000000000_TBRX				E																			MIBO1C19000 | 19 MAR 21 | C | E | 19000.0000000000												0															N															
	20201218							30200831		TBRX					P	ATL						500.0000000000					L_S_efa0e424-1f2a-11e9-a2d0-b3645e528b7a_ATL_TBRX			20200831					EUR								C				A					ATL0L19		DEC 20											19.0000000000		O_99326d0e-494d-11e9-9970-3027219c6795_ATL0L19 | 18 DEC 20 | C | A | 19.0000000000_TBRX				A																			ATL0L19 | 18 DEC 20 | C | A | 19.0000000000												0															N															
	20201218							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								P				E					MIBO0X17000		DEC 20											17000.0000000000		O_4d69c8aa-1f30-11e9-a2d0-b3645e528b7a_MIBO0X17000 | 18 DEC 20 | P | E | 17000.0000000000_TBRX				E																			MIBO0X17000 | 18 DEC 20 | P | E | 17000.0000000000												0															N															
	20200907							30200831		TBRX					C	STM						0.1000000000					L_S_ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a_STM_TBRX			20200831					EUR								C				E					BI CW CALL STM 33 E 070920		SEP 20											33.0000000000		L_S_d3ae08f8-5211-11ea-8640-38c7f938b954_I06244_TBRX				E																			I06244												0															N															
	20241029							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							OCT 24											2177.0900000000		O_7da2010a-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT24 CATM | 29 OCT 24 | C | E | 2177.0900000000_TBRX				E																			SD3E OCT24 CATM | 29 OCT 24 | C | E | 2177.0900000000												0															N															
	20240627							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								P				E							JUN 24											2040.9500000000		O_85f4b0c8-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUN24 PATM BOND | 27 JUN 24 | P | E | 2040.9500000000_TBRX				E																			SD3E JUN24 PATM BOND | 27 JUN 24 | P | E | 2040.9500000000												0															N															
	20201218							30200831		TBRX					P	G						100.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								P				A					G0X8.80		DEC 20											8.8000000000		O_4dc7a902-1f30-11e9-a2d0-b3645e528b7a_G0X8.80 | 18 DEC 20 | P | A | 8.8000000000_TBRX				A																			G0X8.80 | 18 DEC 20 | P | A | 8.8000000000												0															N															
	20251219							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202512 C 3100		DEC 25											3100.0000000000		O_f9530c76-1f30-11e9-a2d0-b3645e528b7a_OESX 202512 C 3100 | 19 DEC 25 | C | E | 3100.0000000000_TBRX				E																			OESX 202512 C 3100 | 19 DEC 25 | C | E | 3100.0000000000												0															N															
	20201218							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								P				E					MIBO0X21000		DEC 20											21000.0000000000		O_4c7bce3e-1f30-11e9-a2d0-b3645e528b7a_MIBO0X21000 | 18 DEC 20 | P | E | 21000.0000000000_TBRX				E																			MIBO0X21000 | 18 DEC 20 | P | E | 21000.0000000000												0															N															
	20240909							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								P				E							SEP 24											1958.8700000000		O_7b875906-62b4-11e9-b160-4ad6f9df0bf5_EPC SD3E SEP24 PATM | 09 SEP 24 | P | E | 1958.8700000000_TBRX				E																			EPC SD3E SEP24 PATM | 09 SEP 24 | P | E | 1958.8700000000												0															N															
	20240725							30200831		TBRX					C	S&P 500 INDEX						1.0000000000					L_S_7d11f02a-5151-11e9-b8d0-ec23cf8de3db_S&P 500 INDEX_TBRX			20200831					USD								C				E							JUL 24											2180.8557040000		O_4e701bf6-d5b3-11ea-a8a0-93c029c7371a_S&P500 C 2180.856 24 - 5799 | 25 JUL 24 | C | E | 2180.8557040000_TBRX				E																			S&P500 C 2180.856 24 - 5799 | 25 JUL 24 | C | E | 2180.8557040000												0															N															
	20200918							30200831		TBRX					P	G						100.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								C				A					G0I12.50		SEP 20											12.5000000000		O_f3b52f08-59f7-11ea-9160-6c1eba12144e_G0I12.50 | 18 SEP 20 | C | A | 12.5000000000_TBRX				A																			G0I12.50 | 18 SEP 20 | C | A | 12.5000000000												0															N															
	20210319							30200831		TBRX					C	FIB0I | SEP 20						0.0001000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								P				E					BI CW PUT FTSE MIB 21000 E 190321		MAR 21											21000.0000000000		L_S_d3e455f2-5211-11ea-8640-38c7f938b954_I06081_TBRX				E																			I06081												0															N															
	20200918							30200831		TBRX					P	LDO						500.0000000000					L_S_efa08e84-1f2a-11e9-a2d0-b3645e528b7a_LDO_TBRX			20200831					EUR								C				A					LDO0I6.40		SEP 20											6.4000000000		O_c61ef918-629c-11ea-b360-e4afb098eae1_LDO0I6.40 | 18 SEP 20 | C | A | 6.4000000000_TBRX				A																			LDO0I6.40 | 18 SEP 20 | C | A | 6.4000000000												0															N															
	20210301							30200831		TBRX					C	MB						0.1000000000					L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX			20200831					EUR								C				E					BI CW CALL MEDIOBANCA 6,4 E 010321		MAR 21											6.4000000000		L_S_b3ceec78-90e6-11ea-b430-b3e2b66d25c3_I06475_TBRX				E																			I06475												0															N															
	20230327							30200831		TBRX					C	FESB 202009 | SEP 20						1.0000000000					L_S_4997fdf0-254c-11ea-af50-2dba816f6810_FESB 202009 | SEP 20_TBRX			20200831					EUR								C				E							MAR 23											36.2284780000		O_23d9b350-73f4-11ea-8b40-9f5ca9b415b9_0_EUR_BANK C 36.228 23 - 5609 | 27 MAR 23 | C | E | 36.2284780000_TBRX				E																			0_EUR_BANK C 36.228 23 - 5609 | 27 MAR 23 | C | E | 36.2284780000												0															N															
	20201016							30200831		TBRX					P	TIT						1000.0000000000					L_S_ef9e0240-1f2a-11e9-a2d0-b3645e528b7a_TIT_TBRX			20200831					EUR								C				A					TIT0J0.44		OCT 20											0.4400000000		O_43990fb4-ca4e-11ea-bfb0-7047c6039bd4_TIT0J0.44 | 16 OCT 20 | C | A | .4400000000_TBRX				A																			TIT0J0.44 | 16 OCT 20 | C | A | .4400000000												0															N															
	20270325							30200831		TBRX					C	FESB 202009 | SEP 20						1.0000000000					L_S_4997fdf0-254c-11ea-af50-2dba816f6810_FESB 202009 | SEP 20_TBRX			20200831					EUR								P				E							MAR 27											54.3400000000		O_23e4e5c2-73f4-11ea-8b40-9f5ca9b415b9_0_EUR_BANK P 54.34 27 - 5609 | 25 MAR 27 | P | E | 54.3400000000_TBRX				E																			0_EUR_BANK P 54.34 27 - 5609 | 25 MAR 27 | P | E | 54.3400000000												0															N															
	20220221							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							FEB 22											0.0001000000		O_7b761cfe-62b4-11e9-b160-4ad6f9df0bf5_SX5E FEB22 C0 BOND | 21 FEB 22 | C | E | .0001000000_TBRX				E																			SX5E FEB22 C0 BOND | 21 FEB 22 | C | E | .0001000000												0															N															
	20210607							30200831		TBRX					C	MB						0.1000000000					L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX			20200831					EUR								C				E					BI CW CALL MEDIOBANCA 13 E 070621		JUN 21											13.0000000000		L_S_d3bfea64-5211-11ea-8640-38c7f938b954_I06120_TBRX				E																			I06120												0															N															
	20220912							30200831		TBRX					C	ESTX UTIL PR						1.0000000000					L_S_7d17b12c-5151-11e9-b8d0-ec23cf8de3db_ESTX UTIL PR_TBRX			20200831					EUR								P				E							SEP 22											249.2400000000		O_833c76d6-62b4-11e9-b160-4ad6f9df0bf5_SX6E SEP22 P100 BOND | 12 SEP 22 | P | E | 249.2400000000_TBRX				E																			SX6E SEP22 P100 BOND | 12 SEP 22 | P | E | 249.2400000000												0															N															
	20200918							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								P				E					OESX 202009 P 3000		SEP 20											3000.0000000000		O_b87b0c1c-ddc1-11e9-9eb0-e7766f5ef7bc_OESX 202009 P 3000 | 18 SEP 20 | P | E | 3000.0000000000_TBRX				E																			OESX 202009 P 3000 | 18 SEP 20 | P | E | 3000.0000000000												0															N															
	20201120							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202011 C 3600		NOV 20											3600.0000000000		O_f9bc2ffa-a5ec-11ea-b9a0-7872f411f6c8_OESX 202011 C 3600 | 20 NOV 20 | C | E | 3600.0000000000_TBRX				E																			OESX 202011 C 3600 | 20 NOV 20 | C | E | 3600.0000000000												0															N															
	20210607							30200831		TBRX					C	SPM						0.1000000000					L_S_efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a_SPM_TBRX			20200831					EUR								C				E					BI CW CALL SAIPEM 4,4 E 070621		JUN 21											4.4000000000		L_S_b3a2ef9c-90e6-11ea-b430-b3e2b66d25c3_I06499_TBRX				E																			I06499												0															N															
	20230908							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							SEP 23											4324.5800000000		O_bc0438a2-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E OCT23 C 130 - 4702 | 08 SEP 23 | C | E | 4324.5800000000_TBRX				E																			OPT_SX5E OCT23 C 130 - 4702 | 08 SEP 23 | C | E | 4324.5800000000												0															N															
	20200907							30200831		TBRX					C	FESB 202009 | SEP 20						1.0000000000					L_S_4997fdf0-254c-11ea-af50-2dba816f6810_FESB 202009 | SEP 20_TBRX			20200831					EUR								C				E							SEP 20											128.5600000000		O_8597a6f8-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 C100 BOND | 07 SEP 20 | C | E | 128.5600000000_TBRX				E																			SX7E JUL22 C100 BOND | 07 SEP 20 | C | E | 128.5600000000												0															N															
	20241220							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								P				E					OESX 202412 P 3300		DEC 24											3300.0000000000		O_f92d8438-1f30-11e9-a2d0-b3645e528b7a_OESX 202412 P 3300 | 20 DEC 24 | P | E | 3300.0000000000_TBRX				E																			OESX 202412 P 3300 | 20 DEC 24 | P | E | 3300.0000000000												0															N															
	20220715							30200831		TBRX					C	FESB 202009 | SEP 20						1.0000000000					L_S_4997fdf0-254c-11ea-af50-2dba816f6810_FESB 202009 | SEP 20_TBRX			20200831					EUR								C				E							JUL 22											89.5900000000		O_85813f30-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 CATM | 15 JUL 22 | C | E | 89.5900000000_TBRX				E																			SX7E JUL22 CATM | 15 JUL 22 | C | E | 89.5900000000												0															N															
	20260624							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							JUN 26											0.0001000000		O_25bb6984-9885-11e9-aad0-484e8dce6db3_SD3E JUN19 BDT C0 BOND | 24 JUN 26 | C | E | .0001000000_TBRX				E																			SD3E JUN19 BDT C0 BOND | 24 JUN 26 | C | E | .0001000000												0															N															
	20211217							30200831		TBRX					P	MB						500.0000000000					L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX			20200831					EUR								P				A					MB1X7.60		DEC 21											7.6000000000		O_97d53f7c-494d-11e9-9970-3027219c6795_MB1X7.60 | 17 DEC 21 | P | A | 7.6000000000_TBRX				A																			MB1X7.60 | 17 DEC 21 | P | A | 7.6000000000												0															N															
	20210315							30200831		TBRX					C	BNP						1.0000000000					L_S_efa08740-1f2a-11e9-a2d0-b3645e528b7a_BNP_TBRX			20200831					EUR								C				E							MAR 21											22.3650000000		O_bc507a42-7710-11e9-9400-98972329be46_BNP MAR21 CALL 22.365 OTC - EPSILON | 15 MAR 21 | C | E | 22.3650000000_TBRX				E																			BNP MAR21 CALL 22.365 OTC - EPSILON | 15 MAR 21 | C | E | 22.3650000000												0															N															
	20200907							30200831		TBRX					C	RACE						0.1000000000					L_S_ef9cb782-1f2a-11e9-a2d0-b3645e528b7a_RACE_TBRX			20200831					EUR								C				E					BI CW CALL FERRARI 170 E 070920		SEP 20											170.0000000000		L_S_405b1224-1659-11ea-b3f0-689a4e2fd020_I05926_TBRX				E																			I05926												0															N															
	20250313							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							MAR 25											1732.0000000000		O_c0da2892-7710-11e9-9400-98972329be46_SX5E MAR25 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 25 | C | E | 1732.0000000000_TBRX				E																			SX5E MAR25 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 25 | C | E | 1732.0000000000												0															N															
	20201218							30200831		TBRX					P	ENI						500.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				A					ENI0L7.60		DEC 20											7.6000000000		O_4c760c38-1f30-11e9-a2d0-b3645e528b7a_ENI0L7.60 | 18 DEC 20 | C | A | 7.6000000000_TBRX				A																			ENI0L7.60 | 18 DEC 20 | C | A | 7.6000000000												0															N															
