Bof_20200828
INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_INSTRUMENT_ID_COMPOSITE	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	QUANTITYFACTOR	INSTRUMENTID_FE_COMPOSITE	SEC_CATEGORY_COMPOSITE	SEC_GROUP_COMPOSITE	SEC_TYPE_COMPOSITE
EP3 SXDP SEPT20 BDT CALL 144 | 23 SEP 20 | C | E | 1066.7664000000	82307cce-62b4-11e9-b160-4ad6f9df0bf5	34124136-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-1.3498740000000002	EP3 SXDP SEPT20 BDT	Combined Instruments	Equities	Miscellaneous
EP3 SXDP SEPT20 BDT CALL 100 BOND | 23 SEP 20 | C | E | 740.8100000000	822f9e1c-62b4-11e9-b160-4ad6f9df0bf5	34124136-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-1.3498740000000002	EP3 SXDP SEPT20 BDT	Combined Instruments	Equities	Miscellaneous
EP3 SXDP SEPT20 BDT PUT ATM | 23 SEP 20 | P | E | 740.8100000000	82301b26-62b4-11e9-b160-4ad6f9df0bf5	34124136-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-1.3498740000000002	EP3 SXDP SEPT20 BDT	Combined Instruments	Equities	Miscellaneous
EP3 SXDP SEPT20 BDT PUT 100 BOND | 23 SEP 20 | P | E | 740.8100000000	822fb29f-62b4-11e9-b160-4ad6f9df0bf5	34124136-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	1.3498740000000002	EP3 SXDP SEPT20 BDT	Combined Instruments	Equities	Miscellaneous
EP3 SXDP SEPT20 BDT CALL 0 BOND | 23 SEP 20 | C | E | .0000100000	822f61f4-62b4-11e9-b160-4ad6f9df0bf5	34124136-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	1.3498740000000002	EP3 SXDP SEPT20 BDT	Combined Instruments	Equities	Miscellaneous
EP3 SXDP SEPT20 BDT PUT 85 | 23 SEP 20 | P | E | 629.6885000000	82306356-62b4-11e9-b160-4ad6f9df0bf5	34124136-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	1.3498740000000002	EP3 SXDP SEPT20 BDT	Combined Instruments	Equities	Miscellaneous
EP3 SXDP SEPT20 BDT CALL ATM | 23 SEP 20 | C | E | 740.8100000000	82300172-62b4-11e9-b160-4ad6f9df0bf5	34124136-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	1.3498740000000002	EP3 SXDP SEPT20 BDT	Combined Instruments	Equities	Miscellaneous
SPX DEC21 P100 BOND | 23 DEC 21 | P | E | 2078.3600000000	7f447d8a-62b4-11e9-b160-4ad6f9df0bf5	342e056a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.9622969999999998	EP3 SPX DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SPX DEC21 C100 BOND | 23 DEC 21 | C | E | 2078.3600000000	7f445530-62b4-11e9-b160-4ad6f9df0bf5	342e056a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.9622969999999998	EP3 SPX DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SPX DEC21 CATM | 23 DEC 21 | C | E | 2078.3600000000	7f44a210-62b4-11e9-b160-4ad6f9df0bf5	342e056a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.9622969999999998	EP3 SPX DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SPX DEC21 CCAP | 23 DEC 21 | C | E | 3034.4060000000	7f44c5ec-62b4-11e9-b160-4ad6f9df0bf5	342e056a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.9622969999999998	EP3 SPX DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SPX DEC21 CALL0 BOND | 23 DEC 21 | C | E | .0000100000	7f4378e0-62b4-11e9-b160-4ad6f9df0bf5	342e056a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.9622969999999998	EP3 SPX DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 C0 BOND | 13 NOV 23 | C | E | .0001000000	7c0ab51c-62b4-11e9-b160-4ad6f9df0bf5	ef17cb72-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.311977	EP3 SX5E NOV23 IPB	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 C100 BOND | 13 NOV 23 | C | E | 3205.3600000000	7c0b1c78-62b4-11e9-b160-4ad6f9df0bf5	ef17cb72-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.311977	EP3 SX5E NOV23 IPB	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 P100 BOND | 13 NOV 23 | P | E | 3205.3600000000	7c0b40eb-62b4-11e9-b160-4ad6f9df0bf5	ef17cb72-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.311977	EP3 SX5E NOV23 IPB	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 CATM | 13 NOV 23 | C | E | 3205.3600000000	7c0cdfa4-62b4-11e9-b160-4ad6f9df0bf5	ef17cb72-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.311977	EP3 SX5E NOV23 IPB	Combined Instruments	Equities	Miscellaneous
SD3E OCT25 C0 BOND | 29 OCT 25 | C | E | .0000100000	8865560a-62b4-11e9-b160-4ad6f9df0bf5	343fcfca-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.5282090000000002	EPC SD3E OCT25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E OCT25 CATM | 29 OCT 25 | C | E | 1893.1900000000	8866d192-62b4-11e9-b160-4ad6f9df0bf5	343fcfca-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	1.0564180000000003	EPC SD3E OCT25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E OCT25 P100 BOND | 29 OCT 25 | P | E | 1893.1900000000	8865bfbe-62b4-11e9-b160-4ad6f9df0bf5	343fcfca-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.5282090000000002	EPC SD3E OCT25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E OCT25 C190 | 29 OCT 25 | C | E | 3597.0610000000	88689cac-62b4-11e9-b160-4ad6f9df0bf5	343fcfca-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-1.0564180000000003	EPC SD3E OCT25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E OCT25 C100 BOND | 29 OCT 25 | C | E | 1893.1900000000	88658b66-62b4-11e9-b160-4ad6f9df0bf5	343fcfca-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.5282090000000002	EPC SD3E OCT25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JUL24 C100 BOND | 29 JUL 24 | C | E | 2057.9700000000	732c8f43-62b4-11e9-b160-4ad6f9df0bf5	341f3396-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.485916	EP3 SD3E JUL24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JUL24 CATM | 29 JUL 24 | C | E | 2057.9700000000	732cdc55-62b4-11e9-b160-4ad6f9df0bf5	341f3396-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.485916	EP3 SD3E JUL24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JUL24 CALL0 BOND | 29 JUL 24 | C | E | .0001000000	732c2534-62b4-11e9-b160-4ad6f9df0bf5	341f3396-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.485916	EP3 SD3E JUL24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JUL24 P100 BOND | 29 JUL 24 | P | E | 2057.9700000000	732cbbfc-62b4-11e9-b160-4ad6f9df0bf5	341f3396-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.485916	EP3 SD3E JUL24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JUL24 C127 | 29 JUL 24 | C | E | 2613.6219000000	732d1368-62b4-11e9-b160-4ad6f9df0bf5	341f3396-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.485916	EP3 SD3E JUL24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN25 P95 | 29 JAN 25 | P | E | 2041.2460000000	79de33e0-62b4-11e9-b160-4ad6f9df0bf5	34281448-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.4654019999999999	EP3 SD3E JAN25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN25 C100 BOND | 29 JAN 25 | C | E | 2148.6800000000	79dc5642-62b4-11e9-b160-4ad6f9df0bf5	34281448-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.4654019999999999	EP3 SD3E JAN25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN25 CATM | 29 JAN 25 | C | E | 2148.6800000000	79dd8d32-62b4-11e9-b160-4ad6f9df0bf5	34281448-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.4654019999999999	EP3 SD3E JAN25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN25 CALL0 BOND | 29 JAN 25 | C | E | .0001000000	79dbb002-62b4-11e9-b160-4ad6f9df0bf5	34281448-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.4654019999999999	EP3 SD3E JAN25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN25 PATM | 29 JAN 25 | P | E | 2148.6800000000	79ddb1cc-62b4-11e9-b160-4ad6f9df0bf5	34281448-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.4654019999999999	EP3 SD3E JAN25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN25 P100 BOND | 29 JAN 25 | P | E | 2148.6800000000	79dc767c-62b4-11e9-b160-4ad6f9df0bf5	34281448-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.4654019999999999	EP3 SD3E JAN25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN25 C143 | 29 JAN 25 | C | E | 3072.6124000000	79ddf7b8-62b4-11e9-b160-4ad6f9df0bf5	34281448-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.4654019999999999	EP3 SD3E JAN25 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C50 3Y | 16 FEB 22 | C | E | 1635.2750000000	817f38b0-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	0.013147636999999998	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C50 4Y | 16 FEB 23 | C | E | 1635.2750000000	817fa606-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	0.013147636999999998	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C50 2Y | 16 FEB 21 | C | E | 1635.2750000000	817f26c2-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	0.013147636999999998	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C50 5Y | 16 FEB 24 | C | E | 1635.2750000000	81846754-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	0.013147636999999998	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C50 7Y | 18 FEB 26 | C | E | 1635.2750000000	81862ee0-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	0.013147636999999998	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C50 6Y | 18 FEB 25 | C | E | 1637.0000000000	81860906-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	0.013147636999999998	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C100 BOND | 18 FEB 26 | C | E | 3270.5500000000	817e5cf6-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	-0.305759	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 P100 BOND | 18 FEB 26 | P | E | 3270.5500000000	817e6f5c-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Put	Equities	Options	0.305759	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EP CED SX5E FEB26 C0 BOND | 18 FEB 26 | C | E | .0001000000	817e0fbc-62b4-11e9-b160-4ad6f9df0bf5	8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	2020-08-28	Call	Equities	Options	0.305759	EP CED SX5E FEB26 BDT	Combined Instruments	Equities	Miscellaneous
EPC ENI SEP25 P100 BOND | 26 SEP 25 | P | E | 14.0073000000	52cb7ad6-e0e7-11e9-9900-7e2abb81f267	f7a040fe-e8c2-11e9-be00-99ca1348f039	2020-08-28	Put	Equities	Options	71.39118	EPC ENI SEP25 IPB	Combined Instruments	Equities	Miscellaneous
EPC ENI SEP25 PATM | 26 SEP 25 | P | E | 14.0073000000	32c6fc2c-e035-11e9-a220-4100c975c478	f7a040fe-e8c2-11e9-be00-99ca1348f039	2020-08-28	Put	Equities	Options	-71.39118	EPC ENI SEP25 IPB	Combined Instruments	Equities	Miscellaneous
EPC ENI SEP25 C0 BOND | 26 SEP 25 | C | E | .0001000000	52caf4c6-e0e7-11e9-9900-7e2abb81f267	f7a040fe-e8c2-11e9-be00-99ca1348f039	2020-08-28	Call	Equities	Options	71.39118	EPC ENI SEP25 IPB	Combined Instruments	Equities	Miscellaneous
EPC ENI SEP25 C130 | 26 SEP 25 | C | E | 18.2095000000	32c74e0c-e035-11e9-a220-4100c975c478	f7a040fe-e8c2-11e9-be00-99ca1348f039	2020-08-28	Call	Equities	Options	-71.39118	EPC ENI SEP25 IPB	Combined Instruments	Equities	Miscellaneous
EPC ENI SEP25 P95 | 26 SEP 25 | P | E | 13.3070000000	32c72dbe-e035-11e9-a220-4100c975c478	f7a040fe-e8c2-11e9-be00-99ca1348f039	2020-08-28	Put	Equities	Options	71.39118	EPC ENI SEP25 IPB	Combined Instruments	Equities	Miscellaneous
EPC ENI SEP25 CATM | 26 SEP 25 | C | E | 14.0073000000	32c6e0fc-e035-11e9-a220-4100c975c478	f7a040fe-e8c2-11e9-be00-99ca1348f039	2020-08-28	Call	Equities	Options	71.39118	EPC ENI SEP25 IPB	Combined Instruments	Equities	Miscellaneous
EPC ENI SEP25 C100 BOND | 26 SEP 25 | C | E | 14.0073000000	52cb542a-e0e7-11e9-9900-7e2abb81f267	f7a040fe-e8c2-11e9-be00-99ca1348f039	2020-08-28	Call	Equities	Options	-71.39118	EPC ENI SEP25 IPB	Combined Instruments	Equities	Miscellaneous
SD3E JAN22 P90 | 26 JAN 22 | P | E | 1620.8550000000	86774fa6-62b4-11e9-b160-4ad6f9df0bf5	342ecb26-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.5552630000000001	EP3 SD3E JAN22 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN22 P100 BOND | 26 JAN 22 | P | E | 1800.9500000000	8676b410-62b4-11e9-b160-4ad6f9df0bf5	342ecb26-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.5552630000000001	EP3 SD3E JAN22 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN22 CALL0 BOND | 26 JAN 22 | C | E | .0001000000	8675afd4-62b4-11e9-b160-4ad6f9df0bf5	342ecb26-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.5552630000000001	EP3 SD3E JAN22 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN22 CATM | 26 JAN 22 | C | E | 1800.9500000000	8676f416-62b4-11e9-b160-4ad6f9df0bf5	342ecb26-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.5552630000000001	EP3 SD3E JAN22 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN22 C100 BOND | 26 JAN 22 | C | E | 1800.9500000000	86768f95-62b4-11e9-b160-4ad6f9df0bf5	342ecb26-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.5552630000000001	EP3 SD3E JAN22 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN22 CCAP | 26 JAN 22 | C | E | 2647.3965000000	86777274-62b4-11e9-b160-4ad6f9df0bf5	342ecb26-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.5552630000000001	EP3 SD3E JAN22 BDT	Combined Instruments	Equities	Miscellaneous
SD3E JAN22 PATM | 26 JAN 22 | P | E | 1800.9500000000	86771a54-62b4-11e9-b160-4ad6f9df0bf5	342ecb26-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.5552630000000001	EP3 SD3E JAN22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E OCT23 C ATM | 08 SEP 23 | C | E | 3326.6000000000	7e941b2a-62b4-11e9-b160-4ad6f9df0bf5	ef538946-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.300607	EPC SX5E OCT23 IPB	Combined Instruments	Equities	Miscellaneous
SX5E OCT23 C 130 | 08 SEP 23 | C | E | 4324.5800000000	7e943fe2-62b4-11e9-b160-4ad6f9df0bf5	ef538946-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.300607	EPC SX5E OCT23 IPB	Combined Instruments	Equities	Miscellaneous
SX5E OCT23 C100 BOND | 08 SEP 23 | C | E | 3326.6000000000	7e915066-62b4-11e9-b160-4ad6f9df0bf5	ef538946-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.300607	EPC SX5E OCT23 IPB	Combined Instruments	Equities	Miscellaneous
SX5E OCT23 C0 BOND | 08 SEP 23 | C | E | .0000100000	7e91aad4-62b4-11e9-b160-4ad6f9df0bf5	ef538946-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.300607	EPC SX5E OCT23 IPB	Combined Instruments	Equities	Miscellaneous
SX5E OCT23 P100 BOND | 08 SEP 23 | P | E | 3326.6000000000	7e9172b2-62b4-11e9-b160-4ad6f9df0bf5	ef538946-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.300607	EPC SX5E OCT23 IPB	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 CALL ATM  IPB | 29 JUN 21 | C | E | 14.6000000000	83c0bb3a-62b4-11e9-b160-4ad6f9df0bf5	cd408070-c347-11ea-98a0-05bde453237d	2020-08-28	Call	Equities	Options	34.24657499999999	EPC G JUN21 UBI	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 CALL100  BOND IPB | 29 JUN 21 | C | E | 14.6000000000	83c091fa-62b4-11e9-b160-4ad6f9df0bf5	cd408070-c347-11ea-98a0-05bde453237d	2020-08-28	Call	Equities	Options	-68.49314999999999	EPC G JUN21 UBI	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 PUT ATM IPB | 29 JUN 21 | P | E | 14.6000000000	83c0d80e-62b4-11e9-b160-4ad6f9df0bf5	cd408070-c347-11ea-98a0-05bde453237d	2020-08-28	Put	Equities	Options	-68.49314999999999	EPC G JUN21 UBI	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 PUT 80 IPB | 29 JUN 21 | P | E | 11.6800000000	83c0f2bc-62b4-11e9-b160-4ad6f9df0bf5	cd408070-c347-11ea-98a0-05bde453237d	2020-08-28	Put	Equities	Options	68.49314999999999	EPC G JUN21 UBI	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 PUT100 BOND IPB | 29 JUN 21 | P | E | 14.6000000000	83c0a5f0-62b4-11e9-b160-4ad6f9df0bf5	cd408070-c347-11ea-98a0-05bde453237d	2020-08-28	Put	Equities	Options	68.49314999999999	EPC G JUN21 UBI	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 CALL0 BOND IPB | 29 JUN 21 | C | E | .0001000000	83c07a08-62b4-11e9-b160-4ad6f9df0bf5	cd408070-c347-11ea-98a0-05bde453237d	2020-08-28	Call	Equities	Options	68.49314999999999	EPC G JUN21 UBI	Combined Instruments	Equities	Miscellaneous
SX6E OCT20 C100 BOND | 23 OCT 20 | C | E | 251.2000000000	8906cbf3-62b4-11e9-b160-4ad6f9df0bf5	ef6ff13a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-3.980892	EP3 SX6E OCT20 ISPB	Combined Instruments	Equities	Miscellaneous
SX6E OCT20 CATM | 23 OCT 20 | C | E | 251.2000000000	89089e78-62b4-11e9-b160-4ad6f9df0bf5	ef6ff13a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	3.980892	EP3 SX6E OCT20 ISPB	Combined Instruments	Equities	Miscellaneous
SX6E OCT20 P100 BOND | 23 OCT 20 | P | E | 251.2000000000	8907108a-62b4-11e9-b160-4ad6f9df0bf5	ef6ff13a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	3.980892	EP3 SX6E OCT20 ISPB	Combined Instruments	Equities	Miscellaneous
SX6E OCT20 PATM | 23 OCT 20 | P | E | 251.2000000000	8908e3c4-62b4-11e9-b160-4ad6f9df0bf5	ef6ff13a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-3.980892	EP3 SX6E OCT20 ISPB	Combined Instruments	Equities	Miscellaneous
SX6E OCT20 P85 | 23 OCT 20 | P | E | 213.5200000000	89097abe-62b4-11e9-b160-4ad6f9df0bf5	ef6ff13a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	3.980892	EP3 SX6E OCT20 ISPB	Combined Instruments	Equities	Miscellaneous
SX6E OCT20 C0 BOND | 23 OCT 20 | C | E | .0001000000	89069862-62b4-11e9-b160-4ad6f9df0bf5	ef6ff13a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	3.980892	EP3 SX6E OCT20 ISPB	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 P100 BOND | 23 MAR 22 | P | E | 3351.7100000000	84eb9a84-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Put	Equities	Options	0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 C0 BOND | 23 MAR 22 | C | E | .0001000000	84eb1596-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Call	Equities	Options	0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 CNP 2YCAP | 29 MAR 21 | C | E | 47.2591110000	84f22b6a-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Call	Equities	Options	-0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 P85 | 23 MAR 22 | P | E | 2848.9535000000	84ecac1c-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Put	Equities	Options	0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 C140 | 23 MAR 22 | C | E | 4692.3940000000	84ed0d56-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Call	Equities	Options	-0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 CNP 2YFLOOR | 29 MAR 21 | C | E | .0001000000	84f1f5f0-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Call	Equities	Options	0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 C100 BOND | 23 MAR 22 | C | E | 3351.7100000000	84eb7de2-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Call	Equities	Options	-0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 PATM | 23 MAR 22 | P | E | 3351.7100000000	84ec22ce-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Put	Equities	Options	-0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 CATM | 23 MAR 22 | C | E | 3351.7100000000	84ecd7aa-62b4-11e9-b160-4ad6f9df0bf5	a21bca2c-55d3-11e9-9aa0-9e45cc01647a	2020-08-28	Call	Equities	Options	0.29835500000000004	EPC SX5E MAR22 UBI	Combined Instruments	Equities	Miscellaneous
SD3E NOV21 PATM | 23 NOV 21 | P | E | 1937.7400000000	718353f6-62b4-11e9-b160-4ad6f9df0bf5	342de68e-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.516065	EP3 SD3E NOV21 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV21 CCAP | 23 NOV 21 | C | E | 2770.9682000000	7183fe5a-62b4-11e9-b160-4ad6f9df0bf5	342de68e-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.516065	EP3 SD3E NOV21 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV21 P90 | 23 NOV 21 | P | E | 1743.9660000000	71842358-62b4-11e9-b160-4ad6f9df0bf5	342de68e-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.516065	EP3 SD3E NOV21 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV21 C100 BOND | 23 NOV 21 | C | E | 1937.7400000000	7182e7fe-62b4-11e9-b160-4ad6f9df0bf5	342de68e-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.516065	EP3 SD3E NOV21 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV21 CATM | 23 NOV 21 | C | E | 1937.7400000000	718334fc-62b4-11e9-b160-4ad6f9df0bf5	342de68e-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.516065	EP3 SD3E NOV21 BDT	Combined Instruments	Equities	Miscellaneous
